,sr,miu,irstp,Total Aggregated Utility,Distance to threshold 2035,Distance to threshold 2055,Distance to threshold 2075,Population under threshold 2035,Population under threshold 2055,Population under threshold 2075
0,0.2686293102171724,2074.5970060088084,0.0010000000115657586,17966.40006652094,0.11839719166265428,0.0,0.0,265.1144638558088,0.0,0.0
