,sr,miu,irstp,Total Aggregated Utility,Utility 2035,Utility 2055,Utility 2075
0,0.13631028057161257,2238.668592730189,0.0010000822054711993,17757.113542249695,3450.423792131053,6052.390210471624,7997.055045597273
1,0.17081143463344256,2149.7459398472124,0.0010002574041384814,17860.474925660335,3423.4803349080826,6040.467638904062,8005.400803118279
2,0.1464805293315485,2237.798968189375,0.0010003801812577227,17783.05920964671,3443.051202881572,6050.178343075065,8001.217956522424
3,0.20499782804109193,2139.7287908988233,0.0010009248217829284,17908.367065364753,3396.9375028912277,6026.7545450254775,8006.501495588788
4,0.10137632479329639,2295.5124673701885,0.0010000028670130953,17619.233389719015,3475.3314367456624,6057.3860845137515,7975.700979239973
5,0.12940230584068255,2243.5104349298067,0.0010009719183942782,17733.02895138781,3455.305476761804,6053.41217535802,7993.1608479372335
6,0.12089928316349474,2169.0740749472575,0.0010001137658956203,17727.34291766702,3460.2725983728196,6052.862380565081,7987.148581037171
7,0.1609651694814253,2232.736381772624,0.0010000822054711993,17816.172880922808,3432.428374889461,6046.5511598248,8006.090549409379
8,0.11574679937634533,2271.935445358112,0.001000718592327304,17680.904278406746,3465.171667482092,6055.720622676708,7985.449960252787
9,0.1864573734771897,2235.68887645038,0.0010005925390100682,17855.604456730263,3413.291051684859,6038.272088817967,8010.3006806554695
10,0.1646521163851304,2116.6166255102903,0.001000147095812056,17856.95434071046,3426.3223659176465,6038.155000123701,7998.777008648763
11,0.1826140844098399,2245.499551394364,0.0010005841463135922,17848.066353556518,3416.303018837424,6039.7935263259715,8010.005541287272
12,0.14887025886478655,2192.452928000043,0.0010002143419297403,17800.484164987978,3440.742396551275,6048.656508936761,8001.485334686338
13,0.10759918100648305,2193.0886981282515,0.0010002292844509405,17667.423873923704,3470.0317287529565,6055.250156577338,7979.261009298354
14,0.1920791399353021,2118.1566479813782,0.0010000041733039058,17900.58189189561,3405.765465370364,6029.267767906465,8003.213717728593
