,sr,miu,irstp,Total Aggregated Utility,Distance to threshold 2035,Distance to threshold 2055,Distance to threshold 2075,Population under threshold 2035,Population under threshold 2055,Population under threshold 2075
0,0.2692291952915465,2074.4857563171536,0.001000000000000057,17966.401460047982,0.11846684735684954,0.0,0.0,265.1144638558088,0.0,0.0
1,0.1102204747778668,2065.1009958399595,0.001,17718.7305880652,0.09999996130743205,0.0,0.0,265.1144638558088,0.0,0.0
